set	mkr	map	phys	gen	vld
Manihot_esculenta_ICGMC2015	s05280:255473	2	1739687	15.51	TRUE
Manihot_esculenta_ICGMC2015	s05280:254201	2	1740959	15.51	TRUE
Manihot_esculenta_ICGMC2015	s05280:238695	2	1756465	12.51	TRUE
Manihot_esculenta_ICGMC2015	s05280:238693	2	1756467	12.51	TRUE
Manihot_esculenta_ICGMC2015	s05280:238676	2	1756484	12.51	TRUE
Manihot_esculenta_ICGMC2015	s05280:238349	2	1756811	15.83	TRUE
Manihot_esculenta_ICGMC2015	s05280:234723	2	1760437	12.51	TRUE
Manihot_esculenta_ICGMC2015	s05280:233798	2	1761362	15.51	TRUE
Manihot_esculenta_ICGMC2015	s07035:3349	2	1784914	16.94	TRUE
Manihot_esculenta_ICGMC2015	s07035:3376	2	1784941	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:3681	2	1785246	11.89	TRUE
Manihot_esculenta_ICGMC2015	s07035:3684	2	1785249	11.89	TRUE
Manihot_esculenta_ICGMC2015	s07035:8140	2	1789705	15.12	TRUE
Manihot_esculenta_ICGMC2015	s07035:8164	2	1789729	15.12	TRUE
Manihot_esculenta_ICGMC2015	s07035:45245	2	1826810	16.14	TRUE
Manihot_esculenta_ICGMC2015	s07035:45786	2	1827351	16.14	TRUE
Manihot_esculenta_ICGMC2015	s07035:46365	2	1827930	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:55108	2	1836673	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:55352	2	1836917	17.12	TRUE
Manihot_esculenta_ICGMC2015	s07035:56482	2	1838047	13.56	TRUE
Manihot_esculenta_ICGMC2015	s07035:82126	2	1863691	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:148400	2	1929965	15.95	TRUE
Manihot_esculenta_ICGMC2015	s07035:183654	2	1965219	17.39	TRUE
Manihot_esculenta_ICGMC2015	s07035:183662	2	1965227	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:183705	2	1965270	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:209267	2	1990832	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:210676	2	1992241	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:210701	2	1992266	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:213692	2	1995257	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:213994	2	1995559	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:214011	2	1995576	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:233076	2	2014641	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:240190	2	2021755	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:240708	2	2022273	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:240709	2	2022274	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:242349	2	2023914	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:242356	2	2023921	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:243849	2	2025414	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:243873	2	2025438	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:244112	2	2025677	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:266036	2	2047601	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:266532	2	2048097	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:266569	2	2048134	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:282228	2	2063793	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:282944	2	2064509	18.77	TRUE
Manihot_esculenta_ICGMC2015	s07035:299929	2	2081494	17.08	TRUE
Manihot_esculenta_ICGMC2015	s07035:307255	2	2088820	18.83	TRUE
Manihot_esculenta_ICGMC2015	s07035:338671	2	2120236	19.35	TRUE
Manihot_esculenta_ICGMC2015	s07035:347102	2	2128667	18.81	TRUE
Manihot_esculenta_ICGMC2015	s07035:347137	2	2128702	18.77	TRUE
Manihot_esculenta_ICGMC2015	s07035:347152	2	2128717	18.77	TRUE
Manihot_esculenta_ICGMC2015	s07035:347393	2	2128958	18.77	TRUE
Manihot_esculenta_ICGMC2015	s07035:348149	2	2129714	19.66	TRUE
Manihot_esculenta_ICGMC2015	s07035:375837	2	2157402	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:428175	2	2209740	18.77	TRUE
Manihot_esculenta_ICGMC2015	s07035:428205	2	2209770	18.77	TRUE
Manihot_esculenta_ICGMC2015	s07035:545269	2	2326834	21.56	TRUE
Manihot_esculenta_ICGMC2015	s07035:545293	2	2326858	21.56	TRUE
Manihot_esculenta_ICGMC2015	s07035:545768	2	2327333	20.88	TRUE
Manihot_esculenta_ICGMC2015	s07035:555310	2	2336875	22.49	TRUE
Manihot_esculenta_ICGMC2015	s07035:602335	2	2383900	23.51	TRUE
Manihot_esculenta_ICGMC2015	s07035:602571	2	2384136	22.75	TRUE
Manihot_esculenta_ICGMC2015	s07035:603013	2	2384578	22.75	TRUE
Manihot_esculenta_ICGMC2015	s07035:603049	2	2384614	22.75	TRUE
Manihot_esculenta_ICGMC2015	s07035:612306	2	2393871	23.51	TRUE
Manihot_esculenta_ICGMC2015	s07035:629145	2	2410710	23.51	TRUE
Manihot_esculenta_ICGMC2015	s07035:629310	2	2410875	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:629348	2	2410913	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:651170	2	2432735	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:711721	2	2493286	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:712088	2	2493653	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:721169	2	2502734	23.03	TRUE
Manihot_esculenta_ICGMC2015	s07035:721901	2	2503466	23.34	TRUE
Manihot_esculenta_ICGMC2015	s07035:743649	2	2525214	22.2	TRUE
Manihot_esculenta_ICGMC2015	s07035:755706	2	2537271	23.34	TRUE
Manihot_esculenta_ICGMC2015	s07035:755719	2	2537284	24.85	TRUE
Manihot_esculenta_ICGMC2015	s07035:797997	2	2579562	24.85	TRUE
Manihot_esculenta_ICGMC2015	s07035:798389	2	2579954	23.34	TRUE
Manihot_esculenta_ICGMC2015	s07035:800035	2	2581600	23.34	TRUE
Manihot_esculenta_ICGMC2015	s07035:870863	2	2652428	24.78	TRUE
Manihot_esculenta_ICGMC2015	s07035:883154	2	2664719	25.09	TRUE
Manihot_esculenta_ICGMC2015	s07035:883405	2	2664970	25.2	TRUE
Manihot_esculenta_ICGMC2015	s07035:883422	2	2664987	24.78	TRUE
Manihot_esculenta_ICGMC2015	s07035:903898	2	2685463	25.28	TRUE
Manihot_esculenta_ICGMC2015	s07035:931058	2	2712623	25.4	TRUE
Manihot_esculenta_ICGMC2015	s07035:931295	2	2712860	25.4	TRUE
Manihot_esculenta_ICGMC2015	s07035:931336	2	2712901	25.4	TRUE
Manihot_esculenta_ICGMC2015	s07035:940242	2	2721807	25.28	TRUE
Manihot_esculenta_ICGMC2015	s07035:940461	2	2722026	24.02	TRUE
Manihot_esculenta_ICGMC2015	s07035:949715	2	2731280	23.73	TRUE
Manihot_esculenta_ICGMC2015	s07035:950018	2	2731583	23.73	TRUE
Manihot_esculenta_ICGMC2015	s07035:989760	2	2771325	25.7	TRUE
Manihot_esculenta_ICGMC2015	s07035:990025	2	2771590	25.7	TRUE
Manihot_esculenta_ICGMC2015	s07035:1008108	2	2789673	25.2	TRUE
Manihot_esculenta_ICGMC2015	s07035:1008482	2	2790047	25.2	TRUE
Manihot_esculenta_ICGMC2015	s03720:646	2	2795477	23.51	TRUE
Manihot_esculenta_ICGMC2015	s08112:1025	2	2799227	25.97	TRUE
Manihot_esculenta_ICGMC2015	s08112:1127	2	2799329	26.32	TRUE
Manihot_esculenta_ICGMC2015	s08112:1366	2	2799568	26.32	TRUE
Manihot_esculenta_ICGMC2015	s04070:2317	2	2803907	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:9730	2	2815304	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:9758	2	2815332	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:27920	2	2833494	26.45	TRUE
Manihot_esculenta_ICGMC2015	s11341:28154	2	2833728	26.45	TRUE
Manihot_esculenta_ICGMC2015	s11341:28177	2	2833751	26.45	TRUE
Manihot_esculenta_ICGMC2015	s11341:41103	2	2846677	26.45	TRUE
Manihot_esculenta_ICGMC2015	s11341:41179	2	2846753	26.45	TRUE
Manihot_esculenta_ICGMC2015	s11341:81518	2	2887092	26.76	TRUE
Manihot_esculenta_ICGMC2015	s11341:91066	2	2896640	26.45	TRUE
Manihot_esculenta_ICGMC2015	s11341:91375	2	2896949	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:91627	2	2897201	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:92212	2	2897786	24.75	TRUE
Manihot_esculenta_ICGMC2015	s11341:95170	2	2900744	26.76	TRUE
Manihot_esculenta_ICGMC2015	s11341:95202	2	2900776	26.76	TRUE
Manihot_esculenta_ICGMC2015	s11341:95216	2	2900790	26.76	TRUE
Manihot_esculenta_ICGMC2015	s11341:112766	2	2918340	24.75	TRUE
Manihot_esculenta_ICGMC2015	s11341:112785	2	2918359	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:112988	2	2918562	27.29	TRUE
Manihot_esculenta_ICGMC2015	s11341:136282	2	2941856	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:137995	2	2943569	27.29	TRUE
Manihot_esculenta_ICGMC2015	s11341:172477	2	2978051	26.76	TRUE
Manihot_esculenta_ICGMC2015	s11341:199943	2	3005517	27.5	TRUE
Manihot_esculenta_ICGMC2015	s11341:331247	2	3136821	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:358012	2	3163586	29.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:358828	2	3164402	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:367418	2	3172992	29.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:402720	2	3208294	29.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:421558	2	3227132	26.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:421571	2	3227145	26.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:421606	2	3227180	28.41	TRUE
Manihot_esculenta_ICGMC2015	s11341:421929	2	3227503	29.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:437331	2	3242905	29.68	TRUE
Manihot_esculenta_ICGMC2015	s11341:461560	2	3267134	31.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:461571	2	3267145	31.72	TRUE
Manihot_esculenta_ICGMC2015	s11341:468531	2	3274105	29.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:468542	2	3274116	29.84	TRUE
Manihot_esculenta_ICGMC2015	s11341:468852	2	3274426	31.72	TRUE
Manihot_esculenta_ICGMC2015	s11341:469167	2	3274741	31.99	TRUE
Manihot_esculenta_ICGMC2015	s11341:469207	2	3274781	31.99	TRUE
Manihot_esculenta_ICGMC2015	s11341:494720	2	3300294	29.62	TRUE
Manihot_esculenta_ICGMC2015	s11341:582852	2	3388426	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:596334	2	3401908	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:600780	2	3406354	31.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:600807	2	3406381	31.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:601041	2	3406615	32.61	TRUE
Manihot_esculenta_ICGMC2015	s11341:648467	2	3454041	33.07	TRUE
Manihot_esculenta_ICGMC2015	s11341:648729	2	3454303	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:655987	2	3461561	31.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:656011	2	3461585	31.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:656357	2	3461931	30.39	TRUE
Manihot_esculenta_ICGMC2015	s11341:711589	2	3517163	30.65	TRUE
Manihot_esculenta_ICGMC2015	s11341:719926	2	3525500	30.65	TRUE
Manihot_esculenta_ICGMC2015	s11341:719935	2	3525509	30.65	TRUE
Manihot_esculenta_ICGMC2015	s11341:730538	2	3536112	31.34	TRUE
Manihot_esculenta_ICGMC2015	s11341:744638	2	3550212	31.34	TRUE
Manihot_esculenta_ICGMC2015	s11341:744871	2	3550445	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:746222	2	3551796	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:746236	2	3551810	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:749968	2	3555542	30.65	TRUE
Manihot_esculenta_ICGMC2015	s11341:750512	2	3556086	30.65	TRUE
Manihot_esculenta_ICGMC2015	s11341:789098	2	3594672	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:790694	2	3596268	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:801880	2	3607454	32.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:811255	2	3616829	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:811530	2	3617104	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:811786	2	3617360	27.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:813534	2	3619108	32.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:813544	2	3619118	32.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:813554	2	3619128	32.81	TRUE
Manihot_esculenta_ICGMC2015	s11341:819262	2	3624836	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:819524	2	3625098	34.93	TRUE
Manihot_esculenta_ICGMC2015	s11341:847178	2	3652752	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:880907	2	3686481	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:886128	2	3691702	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:891801	2	3697375	34.95	TRUE
Manihot_esculenta_ICGMC2015	s11341:911710	2	3717284	35.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:911715	2	3717289	35.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:911717	2	3717291	35.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:911745	2	3717319	35.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:911759	2	3717333	35.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:917468	2	3723042	35.15	TRUE
Manihot_esculenta_ICGMC2015	s11341:924984	2	3730558	35.81	TRUE
Manihot_esculenta_ICGMC2015	s07958:155	2	3737295	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1617229	2	3762369	34.95	TRUE
Manihot_esculenta_ICGMC2015	s04043:1616994	2	3762604	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1601132	2	3778466	35.15	TRUE
Manihot_esculenta_ICGMC2015	s04043:1599416	2	3780182	35.15	TRUE
Manihot_esculenta_ICGMC2015	s04043:1599271	2	3780327	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1599248	2	3780350	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1598983	2	3780615	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1585183	2	3794415	35.15	TRUE
Manihot_esculenta_ICGMC2015	s04043:1575273	2	3804325	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1575256	2	3804342	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1559718	2	3819880	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1539817	2	3839781	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1539800	2	3839798	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1539770	2	3839828	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1500100	2	3879498	34.95	TRUE
Manihot_esculenta_ICGMC2015	s04043:1494705	2	3884893	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1458166	2	3921432	34.95	TRUE
Manihot_esculenta_ICGMC2015	s04043:1457693	2	3921905	36.75	TRUE
Manihot_esculenta_ICGMC2015	s04043:1440992	2	3938606	35.82	TRUE
Manihot_esculenta_ICGMC2015	s04043:1440979	2	3938619	35.82	TRUE
Manihot_esculenta_ICGMC2015	s04043:1440955	2	3938643	35.82	TRUE
Manihot_esculenta_ICGMC2015	s04043:1440646	2	3938952	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1426957	2	3952641	36.75	TRUE
Manihot_esculenta_ICGMC2015	s04043:1426574	2	3953024	36.75	TRUE
Manihot_esculenta_ICGMC2015	s04043:1353976	2	4025622	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1353494	2	4026104	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1353449	2	4026149	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1350375	2	4029223	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1350051	2	4029547	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1350027	2	4029571	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1310092	2	4069506	36.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:1309817	2	4069781	39.61	TRUE
Manihot_esculenta_ICGMC2015	s04043:1258377	2	4121221	37.47	TRUE
Manihot_esculenta_ICGMC2015	s04043:1258367	2	4121231	37.47	TRUE
Manihot_esculenta_ICGMC2015	s04043:1250480	2	4129118	39.72	TRUE
Manihot_esculenta_ICGMC2015	s04043:1211454	2	4168144	37.47	TRUE
Manihot_esculenta_ICGMC2015	s04043:1211420	2	4168178	37.47	TRUE
Manihot_esculenta_ICGMC2015	s04043:1182671	2	4196927	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1182643	2	4196955	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1163695	2	4215903	37.47	TRUE
Manihot_esculenta_ICGMC2015	s04043:1162188	2	4217410	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1150946	2	4228652	37.99	TRUE
Manihot_esculenta_ICGMC2015	s04043:1133502	2	4246096	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1133145	2	4246453	39.61	TRUE
Manihot_esculenta_ICGMC2015	s04043:1130885	2	4248713	39.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:1130378	2	4249220	38.55	TRUE
Manihot_esculenta_ICGMC2015	s04043:1121980	2	4257618	37.47	TRUE
Manihot_esculenta_ICGMC2015	s04043:1085007	2	4294591	38.84	TRUE
Manihot_esculenta_ICGMC2015	s04043:1072553	2	4307045	35.81	TRUE
Manihot_esculenta_ICGMC2015	s04043:1043993	2	4335605	36.97	TRUE
Manihot_esculenta_ICGMC2015	s04043:1042492	2	4337106	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:1042458	2	4337140	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:957591	2	4422007	39.72	TRUE
Manihot_esculenta_ICGMC2015	s04043:834905	2	4544693	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:834894	2	4544704	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:834567	2	4545031	39.72	TRUE
Manihot_esculenta_ICGMC2015	s04043:813132	2	4566466	39.51	TRUE
Manihot_esculenta_ICGMC2015	s04043:813084	2	4566514	40.59	TRUE
Manihot_esculenta_ICGMC2015	s04043:812801	2	4566797	39.51	TRUE
Manihot_esculenta_ICGMC2015	s04043:811944	2	4567654	40.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:806842	2	4572756	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:806837	2	4572761	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:806643	2	4572955	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:806628	2	4572970	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:806618	2	4572980	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:804524	2	4575074	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:804503	2	4575095	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:801582	2	4578016	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:801197	2	4578401	40.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:799890	2	4579708	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:799867	2	4579731	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:799846	2	4579752	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:799626	2	4579972	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:787515	2	4592083	39.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:787291	2	4592307	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:787243	2	4592355	40.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:785306	2	4594292	40.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:768258	2	4611340	40.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:749560	2	4630038	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:749501	2	4630097	39.19	TRUE
Manihot_esculenta_ICGMC2015	s04043:744508	2	4635090	39.59	TRUE
Manihot_esculenta_ICGMC2015	s04043:740757	2	4638841	39.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:726554	2	4653044	40.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:714632	2	4664966	38.55	TRUE
Manihot_esculenta_ICGMC2015	s04043:714561	2	4665037	37.43	TRUE
Manihot_esculenta_ICGMC2015	s04043:714276	2	4665322	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:714243	2	4665355	39.52	TRUE
Manihot_esculenta_ICGMC2015	s04043:698768	2	4680830	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:657409	2	4722189	40.59	TRUE
Manihot_esculenta_ICGMC2015	s04043:645670	2	4733928	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:645645	2	4733953	40.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:645630	2	4733968	40.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:607859	2	4771739	40.94	TRUE
Manihot_esculenta_ICGMC2015	s04043:607366	2	4772232	40.94	TRUE
Manihot_esculenta_ICGMC2015	s04043:607352	2	4772246	40.94	TRUE
Manihot_esculenta_ICGMC2015	s04043:591931	2	4787667	40.59	TRUE
Manihot_esculenta_ICGMC2015	s04043:578931	2	4800667	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:572821	2	4806777	40.59	TRUE
Manihot_esculenta_ICGMC2015	s04043:546670	2	4832928	43.21	TRUE
Manihot_esculenta_ICGMC2015	s04043:535069	2	4844529	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:528425	2	4851173	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:528209	2	4851389	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:526779	2	4852819	43.21	TRUE
Manihot_esculenta_ICGMC2015	s04043:517883	2	4861715	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:474215	2	4905383	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:454560	2	4925038	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:454484	2	4925114	42.39	TRUE
Manihot_esculenta_ICGMC2015	s04043:409652	2	4969946	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:409340	2	4970258	42.56	TRUE
Manihot_esculenta_ICGMC2015	s04043:388318	2	4991280	45.38	TRUE
Manihot_esculenta_ICGMC2015	s04043:388307	2	4991291	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:388304	2	4991294	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:297228	2	5082370	44.76	TRUE
Manihot_esculenta_ICGMC2015	s04043:297196	2	5082402	44.76	TRUE
Manihot_esculenta_ICGMC2015	s04043:297183	2	5082415	42.56	TRUE
Manihot_esculenta_ICGMC2015	s04043:296730	2	5082868	42.56	TRUE
Manihot_esculenta_ICGMC2015	s04043:296710	2	5082888	42.56	TRUE
Manihot_esculenta_ICGMC2015	s04043:287788	2	5091810	39.72	TRUE
Manihot_esculenta_ICGMC2015	s04043:247565	2	5132033	44.62	TRUE
Manihot_esculenta_ICGMC2015	s04043:246292	2	5133306	44.82	TRUE
Manihot_esculenta_ICGMC2015	s04043:246282	2	5133316	44.82	TRUE
Manihot_esculenta_ICGMC2015	s04043:246242	2	5133356	44.45	TRUE
Manihot_esculenta_ICGMC2015	s04043:237729	2	5141869	44.76	TRUE
Manihot_esculenta_ICGMC2015	s04043:174022	2	5205576	48.93	TRUE
Manihot_esculenta_ICGMC2015	s04043:174008	2	5205590	48.93	TRUE
Manihot_esculenta_ICGMC2015	s04043:173999	2	5205599	48.93	TRUE
Manihot_esculenta_ICGMC2015	s04043:129929	2	5249669	45.44	TRUE
Manihot_esculenta_ICGMC2015	s04043:129464	2	5250134	45.44	TRUE
Manihot_esculenta_ICGMC2015	s04043:126388	2	5253210	45.37	TRUE
Manihot_esculenta_ICGMC2015	s04043:101605	2	5277993	50.99	TRUE
Manihot_esculenta_ICGMC2015	s04043:3735	2	5375863	47.09	TRUE
Manihot_esculenta_ICGMC2015	s12270:128057	2	5408896	47.09	TRUE
Manihot_esculenta_ICGMC2015	s12270:127685	2	5409268	47.58	TRUE
Manihot_esculenta_ICGMC2015	s12270:127657	2	5409296	47.09	TRUE
Manihot_esculenta_ICGMC2015	s12270:97244	2	5439709	47.94	TRUE
Manihot_esculenta_ICGMC2015	s12270:93009	2	5443944	47.91	TRUE
Manihot_esculenta_ICGMC2015	s12270:92670	2	5444283	44.83	TRUE
Manihot_esculenta_ICGMC2015	s12270:92572	2	5444381	47.94	TRUE
Manihot_esculenta_ICGMC2015	s12270:92289	2	5444664	47.94	TRUE
Manihot_esculenta_ICGMC2015	s12270:92277	2	5444676	47.94	TRUE
Manihot_esculenta_ICGMC2015	s12270:92273	2	5444680	47.09	TRUE
Manihot_esculenta_ICGMC2015	s12270:92263	2	5444690	47.94	TRUE
Manihot_esculenta_ICGMC2015	s12270:28492	2	5508461	47.09	TRUE
Manihot_esculenta_ICGMC2015	s03050:694	2	5538646	48.93	TRUE
Manihot_esculenta_ICGMC2015	s07591:133892	2	5563672	45.44	TRUE
Manihot_esculenta_ICGMC2015	s07591:131002	2	5566562	49.22	TRUE
Manihot_esculenta_ICGMC2015	s07591:130988	2	5566576	49.22	TRUE
Manihot_esculenta_ICGMC2015	s07591:52046	2	5645518	49.22	TRUE
Manihot_esculenta_ICGMC2015	s07591:51821	2	5645743	49.22	TRUE
Manihot_esculenta_ICGMC2015	s09702:19918	2	5718481	50.47	TRUE
Manihot_esculenta_ICGMC2015	s09702:27532	2	5726095	50.47	TRUE
Manihot_esculenta_ICGMC2015	s09702:27742	2	5726305	48.59	TRUE
Manihot_esculenta_ICGMC2015	s09702:87602	2	5786165	43.7	TRUE
Manihot_esculenta_ICGMC2015	s09702:163191	2	5861754	50.79	TRUE
Manihot_esculenta_ICGMC2015	s09702:185839	2	5884402	50.79	TRUE
Manihot_esculenta_ICGMC2015	s09702:185854	2	5884417	50.79	TRUE
Manihot_esculenta_ICGMC2015	s09702:210321	2	5908884	50.99	TRUE
Manihot_esculenta_ICGMC2015	s09702:337299	2	6035862	51.51	TRUE
Manihot_esculenta_ICGMC2015	s09702:337322	2	6035885	51.51	TRUE
Manihot_esculenta_ICGMC2015	s09702:337348	2	6035911	51.51	TRUE
Manihot_esculenta_ICGMC2015	s09702:337353	2	6035916	51.51	TRUE
Manihot_esculenta_ICGMC2015	s09702:340253	2	6038816	52	TRUE
Manihot_esculenta_ICGMC2015	s09702:346269	2	6044832	50.99	TRUE
Manihot_esculenta_ICGMC2015	s09702:384723	2	6083286	52.46	TRUE
Manihot_esculenta_ICGMC2015	s09702:384776	2	6083339	50.99	TRUE
