sat	map	mkr	gen	phys	vld
Brassica_oleracea	3	Marker40744	30.414	30868094	TRUE
Brassica_oleracea	3	Marker42903	30.414	30576905	TRUE
Brassica_oleracea	3	Marker43614	30.414	30575720	TRUE
Brassica_oleracea	3	Marker50660	30.414	30264199	TRUE
Brassica_oleracea	3	Marker51647	30.414	30606941	TRUE
Brassica_oleracea	3	Marker53482	30.414	30842375	TRUE
Brassica_oleracea	3	Marker67334	30.414	30871305	TRUE
Brassica_oleracea	3	Marker70623	30.414	30699361	TRUE
Brassica_oleracea	3	Marker73762	30.414	29941437	TRUE
Brassica_oleracea	3	Marker33798	32.948	29745815	TRUE
Brassica_oleracea	3	Marker42092	34.214	29104757	TRUE
Brassica_oleracea	3	Marker47653	34.214	29262510	TRUE
Brassica_oleracea	3	Marker52889	34.214	29293665	TRUE
Brassica_oleracea	3	Marker62433	34.214	29106301	TRUE
Brassica_oleracea	3	Marker65476	34.214	29104362	TRUE
Brassica_oleracea	3	Marker71541	34.214	29147300	TRUE
Brassica_oleracea	3	Marker36288	35.48	27418685	TRUE
Brassica_oleracea	3	Marker36379	35.48	28202173	TRUE
Brassica_oleracea	3	Marker44134	35.48	27313937	TRUE
Brassica_oleracea	3	Marker46913	35.48	28988479	TRUE
Brassica_oleracea	3	Marker50314	35.48	27417268	TRUE
Brassica_oleracea	3	Marker50875	35.48	27916539	TRUE
Brassica_oleracea	3	Marker60932	35.48	27364533	TRUE
Brassica_oleracea	3	Marker64039	35.48	28165746	TRUE
Brassica_oleracea	3	Marker36623	36.746	27079531	TRUE
Brassica_oleracea	3	Marker42473	36.746	27305882	TRUE
Brassica_oleracea	3	Marker52594	36.746	27080958	TRUE
Brassica_oleracea	3	Marker33984	38.012	24255737	TRUE
Brassica_oleracea	3	Marker35472	38.012	23826804	TRUE
Brassica_oleracea	3	Marker37867	38.012	22761016	TRUE
Brassica_oleracea	3	Marker37931	38.012	26528873	TRUE
Brassica_oleracea	3	Marker38282	38.012	25555961	TRUE
Brassica_oleracea	3	Marker41232	38.012	26538411	TRUE
Brassica_oleracea	3	Marker43493	38.012	22320271	TRUE
Brassica_oleracea	3	Marker47571	38.012	24147898	TRUE
Brassica_oleracea	3	Marker50821	38.012	22357136	TRUE
Brassica_oleracea	3	Marker54194	38.012	24545091	TRUE
Brassica_oleracea	3	Marker54204	38.012	24455716	TRUE
Brassica_oleracea	3	Marker57241	38.012	23827616	TRUE
Brassica_oleracea	3	Marker60249	38.012	24346078	TRUE
Brassica_oleracea	3	Marker60894	38.012	22200270	TRUE
Brassica_oleracea	3	Marker63273	38.012	24060748	TRUE
Brassica_oleracea	3	Marker69789	38.012	23838577	TRUE
Brassica_oleracea	3	Marker71799	38.012	27051132	TRUE
Brassica_oleracea	3	Marker72400	38.012	24371336	TRUE
Brassica_oleracea	3	Marker73146	38.012	24932867	TRUE
Brassica_oleracea	3	Marker40007	39.278	21539367	TRUE
Brassica_oleracea	3	Marker53246	39.278	21605500	TRUE
Brassica_oleracea	3	Marker59391	39.278	21924564	TRUE
Brassica_oleracea	3	Marker70290	39.278	21714011	TRUE
Brassica_oleracea	3	Marker71296	39.278	22126068	TRUE
Brassica_oleracea	3	Marker61567	41.812	21538336	TRUE
Brassica_oleracea	3	Marker42333	45.617	21503624	TRUE
Brassica_oleracea	3	Marker61545	45.617	21179104	TRUE
Brassica_oleracea	3	Marker73592	45.617	21491597	TRUE
Brassica_oleracea	3	Marker41086	46.883	20904695	TRUE
Brassica_oleracea	3	Marker43755	46.883	21176615	TRUE
Brassica_oleracea	3	Marker47516	46.883	20785466	TRUE
Brassica_oleracea	3	Marker62862	46.883	20901066	TRUE
Brassica_oleracea	3	Marker64598	46.883	20884632	TRUE
Brassica_oleracea	3	Marker75816	46.883	20922502	TRUE
Brassica_oleracea	3	Marker72015	50.688	20749144	TRUE
Brassica_oleracea	3	Marker68006	54.492	20009342	TRUE
Brassica_oleracea	3	Marker65651	55.759	19915740	TRUE
Brassica_oleracea	3	Marker75584	55.759	19880288	TRUE
Brassica_oleracea	3	Marker51396	59.563	19877519	TRUE
Brassica_oleracea	3	Marker75958	62.097	19875064	TRUE
Brassica_oleracea	3	Marker43068	63.363	19722323	TRUE
Brassica_oleracea	3	Marker50587	63.363	19636208	TRUE
Brassica_oleracea	3	Marker52771	63.363	19623822	TRUE
Brassica_oleracea	3	Marker76999	63.363	19706254	TRUE
Brassica_oleracea	3	Marker44373	64.629	19520144	TRUE
Brassica_oleracea	3	Marker48782	64.629	19505933	TRUE
Brassica_oleracea	3	Marker55432	64.629	19621539	TRUE
Brassica_oleracea	3	Marker56208	64.629	19461130	TRUE
Brassica_oleracea	3	Marker65416	64.629	19369000	TRUE
Brassica_oleracea	3	Marker67290	64.629	19489895	TRUE
Brassica_oleracea	3	Marker47987	65.895	19163653	TRUE
Brassica_oleracea	3	Marker34414	67.162	18688348	TRUE
Brassica_oleracea	3	Marker34999	67.162	18261346	TRUE
Brassica_oleracea	3	Marker40634	67.162	18260481	TRUE
Brassica_oleracea	3	Marker43311	67.162	17731497	TRUE
Brassica_oleracea	3	Marker44946	67.162	18349472	TRUE
Brassica_oleracea	3	Marker45652	67.162	17542480	TRUE
Brassica_oleracea	3	Marker46688	67.162	17676339	TRUE
Brassica_oleracea	3	Marker63255	67.162	19034851	TRUE
Brassica_oleracea	3	Marker63353	67.162	17141779	TRUE
Brassica_oleracea	3	Marker63727	67.162	17677223	TRUE
Brassica_oleracea	3	Marker66695	67.162	18981836	TRUE
Brassica_oleracea	3	Marker68801	67.162	19026058	TRUE
Brassica_oleracea	3	Marker74911	67.162	17668113	TRUE
Brassica_oleracea	3	Marker34774	68.428	16586737	TRUE
Brassica_oleracea	3	Marker55167	68.428	16968891	TRUE
Brassica_oleracea	3	Marker56043	68.428	17136480	TRUE
Brassica_oleracea	3	Marker69512	68.428	16972208	TRUE
Brassica_oleracea	3	Marker50919	69.694	16097979	TRUE
Brassica_oleracea	3	Marker57002	69.694	15192939	TRUE
Brassica_oleracea	3	Marker65190	69.694	16425776	TRUE
Brassica_oleracea	3	Marker68850	69.694	16584289	TRUE
Brassica_oleracea	3	Marker36829	72.228	15134591	TRUE
Brassica_oleracea	3	Marker40008	72.228	15179086	TRUE
Brassica_oleracea	3	Marker46189	72.228	15117635	TRUE
Brassica_oleracea	3	Marker55825	72.228	15115037	TRUE
Brassica_oleracea	3	Marker60469	72.228	15154006	TRUE
Brassica_oleracea	3	Marker63932	72.228	15134347	TRUE
Brassica_oleracea	3	Marker64557	72.228	15128348	TRUE
Brassica_oleracea	3	Marker35243	73.494	14658554	TRUE
Brassica_oleracea	3	Marker43201	73.494	14193076	TRUE
Brassica_oleracea	3	Marker45175	73.494	14827024	TRUE
Brassica_oleracea	3	Marker46053	73.494	14990674	TRUE
Brassica_oleracea	3	Marker46168	73.494	13812610	TRUE
Brassica_oleracea	3	Marker52012	73.494	14900229	TRUE
Brassica_oleracea	3	Marker55975	73.494	14194772	TRUE
Brassica_oleracea	3	Marker56105	73.494	14557092	TRUE
Brassica_oleracea	3	Marker58549	73.494	15053362	TRUE
Brassica_oleracea	3	Marker69294	73.494	14892385	TRUE
Brassica_oleracea	3	Marker70906	73.494	15109990	TRUE
Brassica_oleracea	3	Marker71133	73.494	14961867	TRUE
Brassica_oleracea	3	Marker71730	73.494	14900735	TRUE
Brassica_oleracea	3	Marker72020	73.494	12805289	TRUE
Brassica_oleracea	3	Marker72469	73.494	13177017	TRUE
Brassica_oleracea	3	Marker73799	73.494	14789252	TRUE
Brassica_oleracea	3	Marker35054	76.027	12075271	TRUE
Brassica_oleracea	3	Marker41857	76.027	12669464	TRUE
Brassica_oleracea	3	Marker45235	76.027	12733499	TRUE
Brassica_oleracea	3	Marker47588	76.027	12676094	TRUE
Brassica_oleracea	3	Marker55188	76.027	12614522	TRUE
Brassica_oleracea	3	Marker61631	76.027	12602828	TRUE
Brassica_oleracea	3	Marker37779	77.294	9771099	TRUE
Brassica_oleracea	3	Marker41199	77.294	11108039	TRUE
Brassica_oleracea	3	Marker42845	77.294	11076218	TRUE
Brassica_oleracea	3	Marker42949	77.294	8575474	TRUE
Brassica_oleracea	3	Marker43388	77.294	8803988	TRUE
Brassica_oleracea	3	Marker47213	77.294	8850713	TRUE
Brassica_oleracea	3	Marker50499	77.294	12068809	TRUE
Brassica_oleracea	3	Marker51762	77.294	12074830	TRUE
Brassica_oleracea	3	Marker51885	77.294	9572747	TRUE
Brassica_oleracea	3	Marker57120	77.294	9467851	TRUE
Brassica_oleracea	3	Marker60349	77.294	11067660	TRUE
Brassica_oleracea	3	Marker62478	77.294	11062984	TRUE
Brassica_oleracea	3	Marker64703	77.294	8727665	TRUE
Brassica_oleracea	3	Marker69154	77.294	11517451	TRUE
Brassica_oleracea	3	Marker74657	77.294	11881470	TRUE
Brassica_oleracea	3	Marker76835	77.294	9439505	TRUE
Brassica_oleracea	3	Marker77497	77.294	11517173	TRUE
Brassica_oleracea	3	Marker76839	78.56	5462179	TRUE
Brassica_oleracea	3	Marker48071	79.826	5452053	TRUE
Brassica_oleracea	3	Marker37433	82.36	5386425	TRUE
Brassica_oleracea	3	Marker46887	84.893	5386077	TRUE
Brassica_oleracea	3	Marker34455	89.974	4180692	TRUE
Brassica_oleracea	3	Marker34928	89.974	4628466	TRUE
Brassica_oleracea	3	Marker37992	89.974	4573340	TRUE
Brassica_oleracea	3	Marker42182	89.974	3619993	TRUE
Brassica_oleracea	3	Marker45541	89.974	3201362	TRUE
Brassica_oleracea	3	Marker53051	89.974	4415454	TRUE
Brassica_oleracea	3	Marker54376	89.974	3860274	TRUE
Brassica_oleracea	3	Marker59763	89.974	4169603	TRUE
Brassica_oleracea	3	Marker61021	89.974	4421921	TRUE
Brassica_oleracea	3	Marker64457	89.974	5354739	TRUE
Brassica_oleracea	3	Marker64740	89.974	4069341	TRUE
Brassica_oleracea	3	Marker65119	89.974	4446911	TRUE
Brassica_oleracea	3	Marker65345	89.974	3963624	TRUE
Brassica_oleracea	3	Marker69899	89.974	4012322	TRUE
Brassica_oleracea	3	Marker70848	89.974	4319598	TRUE
Brassica_oleracea	3	Marker71706	89.974	4419608	TRUE
Brassica_oleracea	3	Marker72255	89.974	4101740	TRUE
Brassica_oleracea	3	Marker72610	89.974	4288194	TRUE
Brassica_oleracea	3	Marker77399	89.974	3934379	TRUE
Brassica_oleracea	4	Marker16097	0	4707253	TRUE
Brassica_oleracea	4	Marker17862	0	4418261	TRUE
Brassica_oleracea	4	Marker33055	0	4677805	TRUE
Brassica_oleracea	4	Marker1170	1.266	5451019	TRUE
Brassica_oleracea	4	Marker5141	1.266	5356274	TRUE
Brassica_oleracea	4	Marker7111	1.266	4905684	TRUE
Brassica_oleracea	4	Marker9033	1.266	5686910	TRUE
Brassica_oleracea	4	Marker11692	1.266	5456385	TRUE
Brassica_oleracea	4	Marker13037	1.266	5205085	TRUE
Brassica_oleracea	4	Marker14302	1.266	4905404	TRUE
Brassica_oleracea	4	Marker21353	1.266	5054938	TRUE
Brassica_oleracea	4	Marker21989	1.266	5683274	TRUE
Brassica_oleracea	4	Marker25138	1.266	5564852	TRUE
Brassica_oleracea	4	Marker26180	1.266	5218430	TRUE
Brassica_oleracea	4	Marker32061	1.266	5238174	TRUE
Brassica_oleracea	4	Marker30341	2.532	5837617	TRUE
Brassica_oleracea	4	Marker29642	7.613	6448917	TRUE
Brassica_oleracea	4	Marker10074	8.879	7142099	TRUE
Brassica_oleracea	4	Marker31201	8.879	6650308	TRUE
Brassica_oleracea	4	Marker23396	12.684	7245942	TRUE
Brassica_oleracea	4	Marker11851	19.047	7515968	TRUE
Brassica_oleracea	4	Marker11518	21.581	9903432	TRUE
Brassica_oleracea	4	Marker11537	25.386	10527816	TRUE
Brassica_oleracea	4	Marker29409	25.386	10532830	TRUE
Brassica_oleracea	4	Marker8603	26.652	10570821	TRUE
Brassica_oleracea	4	Marker7990	29.186	10582510	TRUE
Brassica_oleracea	4	Marker18923	29.186	10590861	TRUE
Brassica_oleracea	4	Marker25527	29.186	10775940	TRUE
Brassica_oleracea	4	Marker30406	29.186	10823096	TRUE
Brassica_oleracea	4	Marker31509	29.186	10758978	TRUE
Brassica_oleracea	4	Marker18276	32.99	10979103	TRUE
Brassica_oleracea	4	Marker20844	34.256	11067812	TRUE
Brassica_oleracea	4	Marker13628	38.061	11084996	TRUE
Brassica_oleracea	4	Marker3960	43.142	11302286	TRUE
Brassica_oleracea	4	Marker12762	43.142	12739397	TRUE
Brassica_oleracea	4	Marker14224	43.142	11128289	TRUE
Brassica_oleracea	4	Marker29362	43.142	11089622	TRUE
Brassica_oleracea	4	Marker29884	43.142	13604895	TRUE
Brassica_oleracea	4	Marker13665	44.408	13894856	TRUE
Brassica_oleracea	4	Marker24	45.674	13913333	TRUE
Brassica_oleracea	4	Marker2303	46.94	13922540	TRUE
Brassica_oleracea	4	Marker5729	48.206	13979258	TRUE
Brassica_oleracea	4	Marker4950	57.162	14239047	TRUE
Brassica_oleracea	4	Marker688	58.428	14243618	TRUE
Brassica_oleracea	4	Marker13052	58.428	14262502	TRUE
Brassica_oleracea	4	Marker30635	60.962	14523810	TRUE
Brassica_oleracea	4	Marker24797	68.616	14667883	TRUE
Brassica_oleracea	4	Marker21474	71.15	16767006	TRUE
Brassica_oleracea	4	Marker4129	73.683	18178440	TRUE
Brassica_oleracea	4	Marker4302	73.683	18695447	TRUE
Brassica_oleracea	4	Marker10830	73.683	18760431	TRUE
Brassica_oleracea	4	Marker14912	73.683	18757842	TRUE
Brassica_oleracea	4	Marker16112	73.683	16917518	TRUE
Brassica_oleracea	4	Marker27063	73.683	18752152	TRUE
Brassica_oleracea	4	Marker28677	73.683	18552883	TRUE
Brassica_oleracea	4	Marker31056	73.683	18138670	TRUE
Brassica_oleracea	4	Marker31057	73.683	18767034	TRUE
Brassica_oleracea	4	Marker33115	73.683	18179270	TRUE
Brassica_oleracea	4	Marker4484	74.949	18776416	TRUE
Brassica_oleracea	4	Marker28189	74.949	18832235	TRUE
Brassica_oleracea	4	Marker13078	77.483	33792982	TRUE
Brassica_oleracea	4	Marker12483	80.017	30593600	TRUE
Brassica_oleracea	4	Marker13850	80.017	31053270	TRUE
Brassica_oleracea	4	Marker27170	80.017	30305273	TRUE
Brassica_oleracea	4	Marker5428	83.822	30274409	TRUE
Brassica_oleracea	4	Marker13946	83.822	30228811	TRUE
Brassica_oleracea	4	Marker25709	83.822	30301620	TRUE
Brassica_oleracea	4	Marker30657	83.822	30036425	TRUE
Brassica_oleracea	4	Marker32106	83.822	30285725	TRUE
Brassica_oleracea	4	Marker8132	85.088	27939976	TRUE
Brassica_oleracea	4	Marker18822	85.088	28903386	TRUE
Brassica_oleracea	4	Marker19018	85.088	27780150	TRUE
Brassica_oleracea	4	Marker4687	86.354	27681125	TRUE
Brassica_oleracea	4	Marker7112	86.354	27657037	TRUE
Brassica_oleracea	4	Marker8815	86.354	26165498	TRUE
Brassica_oleracea	4	Marker16804	86.354	27591755	TRUE
Brassica_oleracea	4	Marker22802	86.354	26345404	TRUE
Brassica_oleracea	4	Marker23118	86.354	26319336	TRUE
Brassica_oleracea	4	Marker25478	86.354	27676626	TRUE
Brassica_oleracea	4	Marker27197	86.354	27645691	TRUE
Brassica_oleracea	4	Marker27543	86.354	26330812	TRUE
Brassica_oleracea	4	Marker28147	86.354	26308318	TRUE
Brassica_oleracea	4	Marker28200	86.354	26053936	TRUE
Brassica_oleracea	4	Marker31028	86.354	27742644	TRUE
Brassica_oleracea	4	Marker11969	87.62	24788113	TRUE
Brassica_oleracea	4	Marker15950	87.62	24827883	TRUE
Brassica_oleracea	4	Marker18662	87.62	25239677	TRUE
Brassica_oleracea	4	Marker1420	88.886	24755004	TRUE
Brassica_oleracea	4	Marker2268	88.886	24641226	TRUE
Brassica_oleracea	4	Marker4587	88.886	24613973	TRUE
Brassica_oleracea	4	Marker5701	88.886	24784794	TRUE
Brassica_oleracea	4	Marker9743	88.886	24524681	TRUE
Brassica_oleracea	4	Marker12035	88.886	24425156	TRUE
Brassica_oleracea	4	Marker12272	88.886	24725047	TRUE
Brassica_oleracea	4	Marker14037	88.886	24768318	TRUE
Brassica_oleracea	4	Marker16946	88.886	24365066	TRUE
Brassica_oleracea	4	Marker18687	88.886	24614408	TRUE
Brassica_oleracea	4	Marker21042	88.886	24371426	TRUE
Brassica_oleracea	4	Marker22164	88.886	24264998	TRUE
Brassica_oleracea	4	Marker25596	88.886	24590888	TRUE
Brassica_oleracea	4	Marker26041	88.886	24726273	TRUE
Brassica_oleracea	4	Marker26271	88.886	24558603	TRUE
Brassica_oleracea	4	Marker28745	88.886	24229264	TRUE
Brassica_oleracea	4	Marker33618	88.886	24770004	TRUE
Brassica_oleracea	4	Marker15469	92.691	21533923	TRUE
Brassica_oleracea	4	Marker26845	92.691	21703324	TRUE
Brassica_oleracea	4	Marker31290	96.496	21531058	TRUE
Brassica_oleracea	4	Marker23035	97.762	21528017	TRUE
Brassica_oleracea	4	Marker12602	101.567	21357483	TRUE
Brassica_oleracea	4	Marker16210	104.1	21113927	TRUE
Brassica_oleracea	4	Marker2279	106.634	1476637	TRUE
Brassica_oleracea	4	Marker2606	106.634	3892880	TRUE
Brassica_oleracea	4	Marker5401	106.634	3858670	TRUE
Brassica_oleracea	4	Marker7362	106.634	1903606	TRUE
Brassica_oleracea	4	Marker10221	106.634	3892605	TRUE
Brassica_oleracea	4	Marker10981	106.634	1629967	TRUE
Brassica_oleracea	4	Marker12727	106.634	3363721	TRUE
Brassica_oleracea	4	Marker15599	106.634	1452936	TRUE
Brassica_oleracea	4	Marker16232	106.634	2483706	TRUE
Brassica_oleracea	4	Marker16898	106.634	2499090	TRUE
Brassica_oleracea	4	Marker19601	106.634	1758294	TRUE
Brassica_oleracea	4	Marker21773	106.634	3816385	TRUE
Brassica_oleracea	4	Marker25456	106.634	3836486	TRUE
Brassica_oleracea	4	Marker28800	106.634	1622274	TRUE
Brassica_oleracea	4	Marker30155	106.634	1451667	TRUE
Brassica_oleracea	4	Marker30622	106.634	1185297	TRUE
Brassica_oleracea	4	Marker3601	107.9	4028832	TRUE
Brassica_oleracea	4	Marker4850	107.9	4147901	TRUE
Brassica_oleracea	4	Marker4881	107.9	3957739	TRUE
Brassica_oleracea	4	Marker14103	107.9	3958442	TRUE
Brassica_oleracea	4	Marker17096	107.9	4341346	TRUE
Brassica_oleracea	4	Marker19515	107.9	4203196	TRUE
Brassica_oleracea	4	Marker19703	107.9	4200422	TRUE
Brassica_oleracea	4	Marker21839	107.9	4110724	TRUE
Brassica_oleracea	4	Marker25538	107.9	4191388	TRUE
Brassica_oleracea	4	Marker28126	107.9	4313688	TRUE
Brassica_oleracea	4	Marker3835	110.434	21110349	TRUE
Brassica_oleracea	4	Marker7707	110.434	20183049	TRUE
Brassica_oleracea	4	Marker10552	110.434	20869000	TRUE
Brassica_oleracea	4	Marker11159	110.434	20904958	TRUE
Brassica_oleracea	4	Marker16052	110.434	20195349	TRUE
Brassica_oleracea	4	Marker19203	110.434	20204603	TRUE
Brassica_oleracea	4	Marker21831	110.434	21112022	TRUE
Brassica_oleracea	4	Marker2076	111.7	20162400	TRUE
Brassica_oleracea	4	Marker6310	111.7	19492357	TRUE
Brassica_oleracea	4	Marker7452	111.7	20176735	TRUE
Brassica_oleracea	4	Marker11873	111.7	20099169	TRUE
Brassica_oleracea	4	Marker21526	111.7	20176371	TRUE
Brassica_oleracea	4	Marker23798	111.7	20060832	TRUE
Brassica_oleracea	4	Marker28891	111.7	20080888	TRUE
Brassica_oleracea	4	Marker4279	112.966	19265663	TRUE
Brassica_oleracea	4	Marker5448	112.966	18994067	TRUE
Brassica_oleracea	4	Marker12486	112.966	19305018	TRUE
Brassica_oleracea	4	Marker13001	112.966	19472283	TRUE
Brassica_oleracea	4	Marker15234	112.966	19012201	TRUE
Brassica_oleracea	4	Marker22207	112.966	19000077	TRUE
Brassica_oleracea	4	Marker27260	112.966	19482364	TRUE
Brassica_oleracea	4	Marker27944	112.966	19266029	TRUE
Brassica_oleracea	4	Marker29360	112.966	19281181	TRUE
Brassica_oleracea	4	Marker32430	112.966	19279463	TRUE
Brassica_oleracea	4	Marker32912	112.966	19391191	TRUE
Brassica_oleracea	4	Marker33469	112.966	19260234	TRUE
Brassica_oleracea	4	Marker11269	114.232	33794872	TRUE
Brassica_oleracea	4	Marker17566	114.232	18851951	TRUE
Brassica_oleracea	4	Marker8392	115.499	33848842	TRUE
Brassica_oleracea	4	Marker16453	115.499	33860968	TRUE
Brassica_oleracea	4	Marker26620	115.499	33844790	TRUE
Brassica_oleracea	4	Marker11169	116.765	33865374	TRUE
Brassica_oleracea	4	Marker19565	116.765	33865678	TRUE
Brassica_oleracea	4	Marker7890	118.031	33923851	TRUE
Brassica_oleracea	4	Marker14707	120.565	34004667	TRUE
Brassica_oleracea	4	Marker9365	129.52	34359283	TRUE
Brassica_oleracea	4	Marker3610	133.325	34595582	TRUE
Brassica_oleracea	4	Marker15655	135.858	34602979	TRUE
Brassica_oleracea	4	Marker12939	138.392	34604218	TRUE
Brassica_oleracea	4	Marker23556	144.756	35210623	TRUE
Brassica_oleracea	4	Marker15040	147.289	35385744	TRUE
Brassica_oleracea	4	Marker8163	148.555	35387299	TRUE
Brassica_oleracea	4	Marker7834	151.089	38387205	TRUE
Brassica_oleracea	4	Marker18870	152.355	38389408	TRUE
Brassica_oleracea	4	Marker22044	153.621	38847451	TRUE
Brassica_oleracea	4	Marker821	158.702	40704489	TRUE
Brassica_oleracea	4	Marker1314	158.702	40892213	TRUE
Brassica_oleracea	4	Marker1705	158.702	40874989	TRUE
Brassica_oleracea	4	Marker1793	158.702	40649129	TRUE
Brassica_oleracea	4	Marker3051	158.702	40869502	TRUE
Brassica_oleracea	4	Marker3484	158.702	40891860	TRUE
Brassica_oleracea	4	Marker3977	158.702	40894583	TRUE
Brassica_oleracea	4	Marker4240	158.702	40775069	TRUE
Brassica_oleracea	4	Marker6811	158.702	40886745	TRUE
Brassica_oleracea	4	Marker8358	158.702	40865651	TRUE
Brassica_oleracea	4	Marker9120	158.702	40771382	TRUE
Brassica_oleracea	4	Marker10581	158.702	40831848	TRUE
Brassica_oleracea	4	Marker10860	158.702	40852856	TRUE
Brassica_oleracea	4	Marker11056	158.702	40873786	TRUE
Brassica_oleracea	4	Marker12259	158.702	40889183	TRUE
Brassica_oleracea	4	Marker13188	158.702	40789096	TRUE
Brassica_oleracea	4	Marker17157	158.702	40732414	TRUE
Brassica_oleracea	4	Marker20579	158.702	40691865	TRUE
Brassica_oleracea	4	Marker20788	158.702	40417669	TRUE
Brassica_oleracea	4	Marker23615	158.702	40866002	TRUE
Brassica_oleracea	4	Marker23616	158.702	40869170	TRUE
Brassica_oleracea	4	Marker25395	158.702	40888832	TRUE
Brassica_oleracea	4	Marker26127	158.702	40870189	TRUE
Brassica_oleracea	4	Marker26138	158.702	40773959	TRUE
Brassica_oleracea	4	Marker27278	158.702	40729408	TRUE
Brassica_oleracea	4	Marker27336	158.702	40685551	TRUE
Brassica_oleracea	4	Marker28052	158.702	40894232	TRUE
Brassica_oleracea	4	Marker29345	158.702	40657175	TRUE
Brassica_oleracea	4	Marker30312	158.702	40181934	TRUE
Brassica_oleracea	4	Marker31512	158.702	40888482	TRUE
Brassica_oleracea	4	Marker32008	158.702	40830284	TRUE
Brassica_oleracea	4	Marker32553	158.702	40845152	TRUE
Brassica_oleracea	5	Marker80329	0	32642975	TRUE
Brassica_oleracea	5	Marker81353	0	31834802	TRUE
Brassica_oleracea	5	Marker82508	0	31649184	TRUE
Brassica_oleracea	5	Marker88548	0	32219007	TRUE
Brassica_oleracea	5	Marker91007	0	32654074	TRUE
Brassica_oleracea	5	Marker92514	0	32658330	TRUE
Brassica_oleracea	5	Marker95444	0	31444426	TRUE
Brassica_oleracea	5	Marker95914	0	32590298	TRUE
Brassica_oleracea	5	Marker97825	0	31511997	TRUE
Brassica_oleracea	5	Marker101611	0	32637698	TRUE
Brassica_oleracea	5	Marker102356	0	31512570	TRUE
Brassica_oleracea	5	Marker102533	0	32593357	TRUE
Brassica_oleracea	5	Marker103757	0	31776501	TRUE
Brassica_oleracea	5	Marker106130	1.266	31040594	TRUE
Brassica_oleracea	5	Marker85654	2.532	30892440	TRUE
Brassica_oleracea	5	Marker86431	5.066	30741700	TRUE
Brassica_oleracea	5	Marker95039	5.066	30838795	TRUE
Brassica_oleracea	5	Marker82147	6.332	30544281	TRUE
Brassica_oleracea	5	Marker94773	6.332	30733787	TRUE
Brassica_oleracea	5	Marker97987	8.866	30400023	TRUE
Brassica_oleracea	5	Marker102655	12.671	30188565	TRUE
Brassica_oleracea	5	Marker97539	13.937	29574272	TRUE
Brassica_oleracea	5	Marker78923	15.203	29406105	TRUE
Brassica_oleracea	5	Marker79323	17.737	29023287	TRUE
Brassica_oleracea	5	Marker85027	17.737	28761990	TRUE
Brassica_oleracea	5	Marker85761	17.737	29112641	TRUE
Brassica_oleracea	5	Marker88605	17.737	29135192	TRUE
Brassica_oleracea	5	Marker94505	17.737	29025959	TRUE
Brassica_oleracea	5	Marker95979	17.737	29310534	TRUE
Brassica_oleracea	5	Marker78866	19.003	28440343	TRUE
Brassica_oleracea	5	Marker78901	19.003	28646008	TRUE
Brassica_oleracea	5	Marker79372	19.003	28647712	TRUE
Brassica_oleracea	5	Marker79590	19.003	28757968	TRUE
Brassica_oleracea	5	Marker83045	19.003	28712095	TRUE
Brassica_oleracea	5	Marker87302	19.003	28441176	TRUE
Brassica_oleracea	5	Marker94913	19.003	28440662	TRUE
Brassica_oleracea	5	Marker100176	19.003	28601133	TRUE
Brassica_oleracea	5	Marker83930	21.537	26657939	TRUE
Brassica_oleracea	5	Marker96831	21.537	26869390	TRUE
Brassica_oleracea	5	Marker90433	25.341	26540749	TRUE
Brassica_oleracea	5	Marker96862	25.341	26614729	TRUE
Brassica_oleracea	5	Marker82722	29.146	26381962	TRUE
Brassica_oleracea	5	Marker102834	31.68	26221278	TRUE
Brassica_oleracea	5	Marker91421	35.485	25918794	TRUE
Brassica_oleracea	5	Marker95185	35.485	25583754	TRUE
Brassica_oleracea	5	Marker94348	36.751	25411186	TRUE
Brassica_oleracea	5	Marker96557	36.751	25395668	TRUE
Brassica_oleracea	5	Marker79929	38.017	25161342	TRUE
Brassica_oleracea	5	Marker82088	38.017	25335326	TRUE
Brassica_oleracea	5	Marker86102	38.017	25294513	TRUE
Brassica_oleracea	5	Marker91808	38.017	24935329	TRUE
Brassica_oleracea	5	Marker92940	38.017	25392377	TRUE
Brassica_oleracea	5	Marker100436	38.017	25374878	TRUE
Brassica_oleracea	5	Marker104498	38.017	25266850	TRUE
Brassica_oleracea	5	Marker105928	38.017	25272303	TRUE
Brassica_oleracea	5	Marker98402	40.551	24728924	TRUE
Brassica_oleracea	5	Marker82309	41.817	24727424	TRUE
Brassica_oleracea	5	Marker103350	45.622	24726820	TRUE
Brassica_oleracea	5	Marker90540	50.702	24700113	TRUE
Brassica_oleracea	5	Marker97912	51.968	24690945	TRUE
Brassica_oleracea	5	Marker81124	53.235	24690188	TRUE
Brassica_oleracea	5	Marker83747	54.501	17210816	TRUE
Brassica_oleracea	5	Marker84331	54.501	16978530	TRUE
Brassica_oleracea	5	Marker93900	54.501	16741191	TRUE
Brassica_oleracea	5	Marker93908	54.501	23311424	TRUE
Brassica_oleracea	5	Marker95267	54.501	16515575	TRUE
Brassica_oleracea	5	Marker95526	54.501	19800736	TRUE
Brassica_oleracea	5	Marker95656	54.501	16718182	TRUE
Brassica_oleracea	5	Marker96430	54.501	16700873	TRUE
Brassica_oleracea	5	Marker96897	54.501	24688787	TRUE
Brassica_oleracea	5	Marker97815	54.501	22207026	TRUE
